"name","height","position","legendaryBadgeCount","purpleBadgeCount","goldBadgeCount","silverBadgeCount","bronzeBadgeCount","outsideScoringBadgeCount","insideScoringBadgeCount","generalOffenseBadgeCount","playmakingBadgeCount","defensiveBadgeCount","reboundingBadgeCount","allAroundBadgeCount","badgeCount","team","overallAttribute","closeShot","midRangeShot","threePointShot","freeThrow","shotIQ","offensiveConsistency","layup","standingDunk","drivingDunk","postHook","postFade","postControl","drawFoul","hands","interiorDefense","perimeterDefense","steal","block","helpDefenseIQ","passPerception","defensiveConsistency","speed","agility","strength","vertical","stamina","hustle","overallDurability","passAccuracy","ballHandle","speedWithBall","passIQ","passVision","offensiveRebound","defensiveRebound"
"Nikola Vucevic","6'10"" (208cm)","C",0,0,0,8,2,1,1,1,0,0,2,0,10,"Chicago Bulls",83,98,75,87,76,80,90,70,75,65,88,84,87,50,80,68,41,37,52,67,57,45,62,49,87,45,88,70,77,77,35,32,76,63,62,87
"Matas Buzelis","6'10"" (208cm)","SF",0,0,0,5,3,1,1,0,0,1,0,1,8,"Chicago Bulls",80,95,75,84,85,75,85,85,65,89,62,58,60,59,90,58,62,41,71,65,62,50,86,70,60,84,90,85,80,65,72,76,69,31,47,66
"Tre Jones","6'1"" (185cm)","PG",0,0,2,2,2,1,4,0,0,0,0,0,6,"Chicago Bulls",79,85,76,79,85,75,75,86,25,35,32,34,30,62,80,34,73,92,37,70,67,60,80,80,60,71,85,75,81,83,84,80,83,80,40,52
"Ayo Dosunmu","6'5"" (196cm)","SG",0,0,0,1,4,2,2,0,0,0,0,0,5,"Chicago Bulls",78,92,91,84,93,70,75,87,25,75,35,50,42,55,80,38,69,41,32,68,69,65,76,78,52,75,85,75,80,72,79,73,79,67,31,46
"Jalen Smith","6'9"" (206cm)","C",0,0,0,2,3,0,0,0,0,0,2,1,5,"Chicago Bulls",77,84,72,80,82,65,65,69,85,80,72,71,71,47,80,70,48,31,56,73,44,45,69,68,65,86,82,70,80,29,38,49,40,48,91,87
"Kevin Huerter","6'7"" (201cm)","SG",0,0,0,5,2,4,0,1,0,0,0,0,7,"Chicago Bulls",77,94,79,80,83,60,65,85,30,65,25,58,35,50,90,44,64,53,71,58,57,50,84,73,50,75,85,80,83,74,79,72,76,62,41,59
"Isaac Okoro","6'5"" (196cm)","SF",0,0,0,2,3,0,0,0,0,4,0,1,5,"Chicago Bulls",76,80,60,81,72,70,45,80,45,75,47,49,47,54,80,68,84,36,63,80,82,80,77,85,67,80,89,90,82,65,71,73,67,38,52,42
"Patrick Williams","6'7"" (201cm)","PF",0,0,1,1,2,3,0,1,0,0,0,0,4,"Chicago Bulls",76,72,73,84,73,60,65,68,60,65,44,42,40,45,80,70,76,76,56,80,65,65,70,74,64,77,88,75,81,60,70,64,62,37,41,50
"Zach Collins","6'11"" (211cm)","C",0,0,0,2,4,0,0,1,0,0,0,0,6,"Chicago Bulls",75,93,79,73,88,70,50,70,70,65,84,78,83,50,75,68,45,43,67,67,65,40,66,65,60,79,75,75,80,30,40,38,30,61,75,75
"Jevon Carter","6'1"" (185cm)","PG",0,0,0,0,2,0,1,0,0,1,0,0,2,"Chicago Bulls",73,92,89,80,82,80,60,75,25,35,32,34,30,40,80,34,79,53,56,72,75,70,76,83,60,71,85,76,81,75,79,76,70,67,31,38
"Dalen Terry","6'7"" (201cm)","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Chicago Bulls",72,77,72,79,69,65,55,77,25,80,40,46,42,54,85,43,69,63,53,69,70,65,76,76,58,69,85,85,80,76,80,74,78,49,47,47
"Julian Phillips","6'8"" (203cm)","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Chicago Bulls",72,81,68,75,77,70,50,70,45,80,54,57,55,55,80,55,68,46,55,67,68,65,73,78,40,80,85,85,80,60,66,67,57,29,56,47
"Noa Essengue","6'9"" (206cm)","PF",0,0,0,0,1,0,0,0,0,0,0,0,1,"Chicago Bulls",72,71,70,70,70,60,50,72,50,80,60,60,60,76,90,60,68,60,45,60,68,45,85,82,55,82,80,80,80,60,69,72,60,39,55,54
"Trentyn Flowers","6'9"" (206cm)","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Chicago Bulls",69,62,71,75,64,50,35,62,70,85,47,52,49,42,80,52,62,57,37,54,52,45,83,75,42,92,85,70,80,57,69,75,60,44,48,54
"Emanuel Miller","6'7"" (201cm)","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Chicago Bulls",68,67,70,74,75,60,35,70,45,80,45,55,57,40,80,55,58,50,47,50,47,40,82,79,60,84,85,80,80,56,60,67,57,44,49,60
"Lachlan Olbrich","6'10"" (208cm)","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Chicago Bulls",68,70,66,61,58,50,50,67,60,65,65,65,69,60,80,60,37,47,50,66,50,50,50,48,68,49,85,90,80,68,60,48,69,48,62,65
"Donovan Mitchell","6'3"" (191cm)","SG",0,0,9,5,5,5,7,1,0,0,0,1,19,"Cleveland Cavaliers",94,97,96,85,83,85,95,95,50,92,37,49,44,90,98,68,75,63,53,79,79,75,95,90,60,97,96,95,80,84,90,86,84,73,36,57
"Evan Mobley","6'11"" (211cm)","PF",0,2,4,9,8,1,3,1,0,6,2,1,23,"Cleveland Cavaliers",88,82,63,80,63,70,65,78,85,85,83,83,83,67,85,96,82,53,82,95,85,95,72,79,74,81,90,90,80,69,60,66,74,66,65,78
"Darius Garland","6'1"" (185cm)","PG",0,0,9,4,2,5,7,0,0,0,0,0,15,"Cleveland Cavaliers",87,88,85,86,88,75,80,90,25,40,32,37,42,74,90,31,71,56,35,69,66,50,88,88,40,84,95,95,80,92,89,88,95,76,46,48
"Jarrett Allen","6'9"" (206cm)","C",0,0,1,7,5,0,0,1,0,3,2,1,13,"Cleveland Cavaliers",85,94,82,63,75,90,75,80,90,85,83,63,84,60,95,88,72,63,72,88,67,85,75,72,84,79,90,90,82,25,35,35,48,41,68,84
"De’Andre Hunter","6'8"" (203cm)","PF",0,0,0,3,6,2,1,0,0,4,0,1,9,"Cleveland Cavaliers",81,96,96,76,84,70,80,79,65,70,51,52,51,60,85,63,82,40,47,80,60,80,76,83,65,75,88,80,80,67,70,69,64,62,36,66
"Max Strus","6'5"" (196cm)","SF",0,0,1,4,0,4,0,1,0,0,0,0,5,"Cleveland Cavaliers",77,86,85,83,88,70,50,74,35,65,48,47,47,42,85,45,66,37,42,60,57,50,76,76,40,74,95,70,85,72,69,74,70,61,49,59
"Lonzo Ball","6'6"" (198cm)","PG",0,0,2,3,7,0,6,0,0,6,0,0,12,"Cleveland Cavaliers",77,55,68,77,82,50,60,70,30,75,35,44,40,50,84,60,81,70,42,80,80,75,85,86,52,80,93,70,80,83,86,85,83,74,52,60
"Jaylon Tyson","6'6"" (198cm)","SF",0,0,0,2,3,1,1,1,0,0,1,1,5,"Cleveland Cavaliers",76,70,78,84,80,70,60,79,40,70,40,57,52,40,80,50,67,70,68,62,50,40,80,76,63,75,85,93,80,62,75,77,65,39,52,54
"Sam Merrill","6'4"" (193cm)","SG",0,0,1,1,2,4,0,0,0,0,0,0,4,"Cleveland Cavaliers",76,78,81,88,94,80,75,64,30,45,30,44,48,55,80,42,68,37,42,62,62,55,62,68,52,60,80,60,79,74,76,60,79,51,39,36
"Dean Wade","6'9"" (206cm)","PF",0,0,0,0,3,1,0,1,0,1,0,0,3,"Cleveland Cavaliers",74,78,70,77,52,85,65,78,80,75,60,60,64,44,70,50,77,43,62,74,68,65,62,75,60,83,80,85,79,38,60,43,55,34,46,57
"Craig Porter Jr.","6'1"" (185cm)","PG",0,0,0,0,2,0,0,0,0,2,0,0,2,"Cleveland Cavaliers",74,86,86,86,69,75,50,79,30,50,44,48,49,60,85,44,68,83,71,60,63,60,79,79,48,72,88,90,80,75,73,79,75,70,66,50
"Thomas Bryant","6'10"" (208cm)","C",0,0,1,1,6,0,0,1,0,0,2,0,8,"Cleveland Cavaliers",73,95,85,74,83,55,45,70,75,65,73,73,73,37,78,63,40,42,76,79,50,45,62,57,80,52,88,95,82,40,53,53,42,34,70,75
"Larry Nance Jr.","6'8"" (203cm)","C",0,0,0,4,0,0,0,0,0,0,0,1,4,"Cleveland Cavaliers",73,93,74,71,70,65,40,72,75,80,58,54,59,50,78,74,61,76,74,78,76,60,65,61,69,86,80,85,83,69,64,49,70,44,52,70
